user_id	item_id	time
795	737	20090923025748
92	20	20090923070555
92	1216	20090923093946
92	1464	20090923094022
92	859	20090923094112
92	1320	20090923124254
55	766	20090923131434
55	766	20090923170726
727	1647	20090923171728
699	287	20090923172228
795	1659	20090923190130
796	1442	20090923200014
55	766	20090923205355
59	1663	20090923205631
59	1407	20090923210550
2513	1664	20090923221349
3146	1665	20090923221640
6352	67	20090923230343
73	1397	20090924013822
92	20	20090924030039
92	661	20090924030301
92	1397	20090924033210
1068	1622	20090924041247
64	957	20090924144301
55	766	20090924154812
55	1574	20090924155016
55	32	20090924155026
727	1698	20090924165436
727	1695	20090924172545
31	1707	20090924183537
65	722	20090924220605
77	886	20090924234842
92	1115	20090925022633
92	1114	20090925022954
92	1105	20090925024416
73	1732	20090925025240
1050	1472	20090925025704
6961	1736	20090925093759
94	1647	20090925123812
55	766	20090925140609
795	1745	20090925150154
795	957	20090925165455
28	12	20090925174623
77	1220	20090925181802
92	9	20090925202319
92	26	20090925203639
10	766	20090925205058
92	10	20090925205231
658	331	20090925223409
92	907	20090925225022
658	1776	20090925231657
65	1780	20090926000030
859	1811	20090926135055
508	1821	20090926170212
817	1831	20090926185452
658	1653	20090926212844
92	907	20090926232454
508	1864	20090927002522
92	907	20090927044236
59	1663	20090927074043
52	303	20090927120428
2510	1891	20090927122608
92	1896	20090927151135
92	693	20090927154620
5798	1777	20090927170315
92	431	20090927172713
92	207	20090927174609
92	684	20090927174747
94	1668	20090927174845
92	265	20090927174904
94	1668	20090927174916
92	659	20090927175103
92	206	20090927175418
10	107	20090927195547
10	108	20090927195624
508	1920	20090927202148
12136	441	20090927214314
55	677	20090927215640
10	133	20090927224038
92	20	20090927231046
92	1273	20090927231429
92	1000	20090927231515
92	1750	20090927231822
55	766	20090928133126
55	766	20090928165755
92	1000	20090928173818
77	768	20090928180422
3777	1757	20090928201432
796	1442	20090928215432
796	815	20090928215716
9599	1983	20090928230558
55	766	20090929132549
660	272	20090929133535
55	32	20090929144300
92	1273	20090929161337
55	766	20090929172752
94	2019	20090929175117
675	1977	20090929181414
92	1212	20090929183554
55	1990	20090929183741
92	344	20090929183845
92	29839	20090929184018
660	1199	20090929194602
55	766	20090929203020
94	1406	20090930005833
3043	8	20090930021508
92	20	20090930024625
92	1397	20090930024811
1050	2057	20090930045831
92	861	20090930092152
92	1600	20090930102033
55	766	20090930131051
55	766	20090930162638
4822	2081	20090930170205
675	2067	20090930174904
2175	176	20090930191958
55	766	20090930204525
12182	1576	20090930213635
55	2099	20090930221449
2120	1052	20090930231656
2120	2105	20090930232003
5672	2107	20090930233502
2120	841	20091001020518
2120	841	20091001020537
3043	8	20091001021752
2120	2117	20091001022954
2120	2119	20091001023110
2120	2122	20091001023531
2120	1426	20091001025335
2120	1987	20091001030050
2120	2113	20091001030640
2120	2124	20091001031545
2120	1052	20091001032916
2120	2105	20091001032939
1050	1675	20091001034610
1050	2057	20091001061344
55	766	20091001115826
55	32	20091001142817
55	766	20091001152450
92	1000	20091001170537
9895	2149	20091001173544
2120	2105	20091001174419
2120	1052	20091001174437
55	766	20091001184928
1050	1472	20091001191302
92	2157	20091001200902
2775	2164	20091001213216
2484	1407	20091001214849
2484	1509	20091001221229
94	1406	20091001222306
92	1454	20091002022907
3132	2191	20091002024629
2120	1988	20091002031748
2120	2202	20091002051857
92	20	20091002064837
3132	2209	20091002090931
5649	2211	20091002115316
55	766	20091002131241
55	32	20091002150452
77	903	20091002160635
55	766	20091002174030
55	1164	20091002174054
77	9	20091002192256
77	10	20091002194715
77	796	20091002201515
77	795	20091002201541
77	437	20091002201557
12136	2095	20091002202752
55	766	20091002213131
94	1668	20091002220853
2175	2251	20091002224725
94	1406	20091002233858
79	2262	20091003004019
675	2263	20091003004259
6245	1543	20091003005538
673	1612	20091003010545
743	2266	20091003011454
673	2266	20091003011557
3043	1617	20091003025054
8472	1058	20091003025124
673	23	20091003033544
671	196	20091003035655
94	1406	20091003140358
896	796	20091003144252
9278	2300	20091003151848
92	1454	20091003155759
675	2307	20091003160719
92	1397	20091003160807
92	1000	20091003160931
94	1406	20091003181230
11314	2320	20091003181721
2699	2321	20091003182026
5147	2324	20091003183000
645	392	20091003183308
645	2326	20091003183646
5662	1577	20091003190807
1305	2335	20091003194748
2464	2336	20091003195400
699	355	20091003200407
5662	2338	20091003200717
508	2339	20091003201003
28	1230	20091003213722
28	655	20091003215025
28	1144	20091003215812
1305	813	20091003220233
2484	2351	20091003223012
28	146	20091003224009
28	146	20091003224704
699	2260	20091003225420
658	5	20091003235506
94	1491	20091004000256
477	1212	20091004000855
6956	1579	20091004001504
13285	2366	20091004002155
6248	2372	20091004010845
6245	2374	20091004020937
727	2376	20091004025214
2429	2377	20091004025622
92	861	20091004052603
673	241	20091004072236
673	43	20091004073736
727	2391	20091004114451
11314	2320	20091004115551
817	1812	20091004122456
77	437	20091004154107
77	821	20091004154550
77	795	20091004154644
77	796	20091004154655
27	975	20091004155455
5147	2408	20091004161310
2699	2411	20091004164926
675	2307	20091004171113
817	2413	20091004171346
12489	2415	20091004172701
817	2421	20091004180719
9278	901	20091004182751
79	101	20091004183307
24	211	20091004184305
11374	2432	20091004193838
1326	2431	20091004193840
699	2430	20091004193844
671	196	20091004194936
508	2434	20091004195448
55	677	20091004214717
736	2134	20091004220057
2484	1407	20091004220857
3043	1950	20091004230238
508	2448	20091004233814
92	704	20091004234907
535	2451	20091005003442
94	2115	20091005011921
94	1248	20091005011943
94	1855	20091005012105
94	2455	20091005012332
92	1750	20091005012810
94	1453	20091005013105
92	1000	20091005022400
2699	35	20091005031637
77	860	20091005123355
77	903	20091005123614
77	769	20091005123644
896	796	20091005140103
3777	1924	20091005164051
3777	1160	20091005164442
3777	1714	20091005165041
645	200	20091005181345
2120	2182	20091005184729
77	1226	20091005190832
2120	1366	20091005192947
92	900	20091005201400
3777	2428	20091005211603
3777	2497	20091005221313
3777	2498	20091005222056
3777	2500	20091005223303
2120	2105	20091005223403
3777	2503	20091005224726
3777	2505	20091005225119
3777	2509	20091005230804
729	5	20091006013251
389	1805	20091006015254
92	1397	20091006015927
2120	2105	20091006050917
389	2533	20091006133101
389	2545	20091006155047
389	2548	20091006155420
13285	2551	20091006161604
3777	2552	20091006161639
55	766	20091006170419
77	2022	20091006170744
77	886	20091006172246
77	1773	20091006173212
77	692	20091006173707
77	409	20091006173801
389	2565	20091006173846
4513	2567	20091006174554
1269	2570	20091006180500
660	2571	20091006180603
3128	2008	20091006183158
92	689	20091006203552
92	668	20091006204101
55	2050	20091006204945
55	766	20091006205012
92	2458	20091006211711
9424	2591	20091006214409
795	741	20091006231526
94	1406	20091007000955
2429	2377	20091007002057
2120	1987	20091007015730
50	2613	20091007015939
2120	2255	20091007020309
2120	599	20091007063302
2120	2105	20091007080839
94	1647	20091007121635
3128	2008	20091007130332
77	903	20091007135837
77	860	20091007141020
55	766	20091007143712
55	32	20091007154912
55	2050	20091007155054
92	2299	20091007174036
1437	2643	20091007175038
8861	2002	20091007182009
94	1406	20091007183910
92	2656	20091007191237
92	2659	20091007192126
92	1805	20091007194203
92	2665	20091007200136
92	1769	20091007210428
3777	2428	20091007212254
55	766	20091007223216
92	2673	20091007233145
21	957	20091007233846
64	3	20091008000430
13791	2682	20091008004142
2175	2683	20091008004946
3043	8	20091008023524
3043	2693	20091008033902
87	1544	20091008042656
3128	2008	20091008123847
55	766	20091008133753
9997	995	20091008145909
675	2512	20091008162143
675	2067	20091008162533
858	2582	20091008164647
55	766	20091008165009
532	2725	20091008180354
13238	2727	20091008182301
1269	2733	20091008192226
9436	1143	20091008200831
55	766	20091008211811
10	2745	20091008220838
396	1048	20091008224759
2429	2754	20091008231927
1050	2057	20091009000900
65	2767	20091009010708
2175	2683	20091009123755
3128	2008	20091009124434
3127	2796	20091009125405
55	766	20091009135904
5147	2803	20091009153437
1677	2804	20091009155052
55	25	20091009164514
821	1647	20091009170344
55	766	20091009191628
1677	2825	20091009193255
858	2582	20091009194702
2429	1232	20091009204658
508	2857	20091010012436
10	2863	20091010021901
675	2263	20091010023511
675	2170	20091010025912
8807	2870	20091010033917
531	2872	20091010034904
1269	2492	20091010041253
132	2876	20091010042640
132	1802	20091010042708
6050	2893	20091010115052
92	1573	20091010132108
724	2903	20091010135854
9278	2300	20091010150627
92	20	20091010153547
92	661	20091010153605
1085	1268	20091010163702
1085	245	20091010165433
508	2927	20091010182908
646	2932	20091010190731
5662	1577	20091010193910
77	1323	20091010200841
77	315	20091010200925
77	2537	20091010202732
477	2948	20091010204547
5672	2952	20091010210236
3043	2955	20091010212111
508	2394	20091010221739
94	1815	20091010223403
1674	2965	20091010223438
5147	2970	20091010225331
3128	2972	20091010232447
659	2183	20091010233257
94	1647	20091011001908
5918	1731	20091011011449
620	2988	20091011011515
94	1406	20091011012134
5672	2990	20091011014836
1305	2821	20091011020726
52	303	20091011125059
55	677	20091011134517
3107	3012	20091011140634
675	2715	20091011150727
896	796	20091011160717
3152	3032	20091011175149
2699	338	20091011185807
405	3040	20091011190236
645	78	20091011194100
857	3057	20091011201106
508	3058	20091011202357
1272	3067	20091011205026
2510	2814	20091011211909
727	922	20091011214106
9278	1493	20091011214434
620	3069	20091011214601
508	2394	20091011221530
405	3040	20091011222827
10346	3075	20091011225441
858	1932	20091011231946
10013	3079	20091011235208
3043	3083	20091012003114
2699	3089	20091012024731
3396	3090	20091012034031
3396	517	20091012034944
11314	3098	20091012101417
3396	775	20091012120938
3396	2292	20091012121250
3396	743	20091012121303
87	3100	20091012124057
13285	2551	20091012124126
3128	2008	20091012132932
2510	2814	20091012142720
55	766	20091012155041
857	3119	20091012163938
2128	667	20091012164118
2368	3124	20091012172009
10346	3126	20091012172913
87	3100	20091012174125
21	3130	20091012180130
94	3085	20091012181416
1269	2570	20091012182154
13912	3132	20091012182200
92	1669	20091012183028
92	2383	20091012183115
92	3133	20091012183542
92	2049	20091012184141
9405	2260	20091012185634
405	3139	20091012200142
1448	2483	20091012202605
94	1406	20091012204209
94	3146	20091012205443
94	3146	20091012205509
92	3148	20091012210428
21	1577	20091012211221
77	1758	20091012215239
77	903	20091012215631
92	3152	20091012221835
3396	513	20091012222627
859	3163	20091013001916
3043	8	20091013005610
94	1406	20091013011203
717	59	20091013011511
6432	3169	20091013015706
228	3094	20091013081322
11899	1149	20091013084033
11314	3098	20091013095144
389	2458	20091013122513
2510	1026	20091013131744
2510	2484	20091013131845
2510	1186	20091013145323
2510	1254	20091013145557
87	3100	20091013150015
7658	21	20091013155643
692	6340	20091013161545
13912	3206	20091013162818
858	2582	20091013170853
4551	3212	20091013173305
7658	878	20091013194025
7658	878	20091013200249
532	420	20091013211934
821	1728	20091013225730
2429	3238	20091013231306
601	1862	20091013232901
5147	3240	20091013233037
532	22	20091014003616
94	1406	20091014010053
3043	8	20091014013651
857	3251	20091014015111
53	3255	20091014021544
6248	3256	20091014031133
857	2180	20091014041033
397	1923	20091014043922
1050	2057	20091014051229
6433	1618	20091014063606
6433	1859	20091014063729
637	513	20091014110927
81	3279	20091014154320
87	3286	20091014165309
13238	2727	20091014174823
942	1720	20091014181758
3043	3310	20091014192047
87	3100	20091014194655
2484	1407	20091014195139
54	32	20091014195338
54	766	20091014195456
637	957	20091014200902
637	1421	20091014203011
675	3101	20091014203037
637	957	20091014211624
5147	2970	20091014221032
641	3324	20091014221239
2175	2683	20091015001827
820	1471	20091015003229
692	2179	20091015003543
820	2019	20091015003602
820	3345	20091015015430
820	3346	20091015015940
820	3284	20091015020958
59	2614	20091015024001
18	2326	20091015024231
820	3268	20091015031040
857	3003	20091015035335
637	3356	20091015043441
6433	1618	20091015051152
6433	1859	20091015051203
11314	3098	20091015094241
13238	3358	20091015095129
3103	3363	20091015124239
55	766	20091015140249
3521	3368	20091015142513
531	957	20091015145817
6433	1618	20091015150850
54	766	20091015150928
9264	3372	20091015152838
6248	3373	20091015153551
6433	2582	20091015154731
727	1698	20091015164913
1448	735	20091015170811
1448	2483	20091015171243
667	3390	20091015173106
9637	3282	20091015173135
5147	3397	20091015175557
1384	3389	20091015175905
8703	3400	20091015181706
55	766	20091015182057
87	3100	20091015185410
50	1407	20091015185934
9637	330	20091015192945
3103	3414	20091015202400
858	2582	20091015203116
9264	3416	20091015203738
3103	3363	20091015205517
92	2882	20091015205637
10346	3126	20091015212347
54	25	20091015215111
2429	3238	20091015222549
12268	1069	20091015225901
3103	3424	20091015230026
12268	3130	20091015230422
699	2430	20091015232607
92	2076	20091015232724
405	2329	20091015233027
568	164	20091016001755
2175	2683	20091016002955
3043	8	20091016004841
1448	3219	20091016010358
1448	3442	20091016010641
92	866	20091016014013
5023	146	20091016035539
5023	146	20091016035616
1050	2057	20091016043502
568	2855	20091016060549
405	2006	20091016123950
675	3466	20091016124417
675	3467	20091016124645
405	3408	20091016135101
55	766	20091016142543
2510	2215	20091016150139
1171	1438	20091016150312
54	25	20091016161318
54	32	20091016161326
54	23	20091016161343
54	190	20091016161543
54	1074	20091016161600
54	814	20091016161646
54	175	20091016161821
54	168	20091016161838
54	969	20091016162024
54	2050	20091016162120
54	857	20091016162143
54	1383	20091016162438
54	2858	20091016162618
54	1574	20091016162845
54	2855	20091016162925
54	1265	20091016163130
3103	3363	20091016163248
55	2855	20091016165618
55	1074	20091016173144
55	766	20091016173222
12268	3335	20091016175527
4962	3490	20091016180541
10346	3492	20091016180714
12399	3496	20091016181713
675	2393	20091016182116
6420	1301	20091016184051
92	83	20091016184357
92	916	20091016184516
54	1306	20091016184940
92	2292	20091016185513
92	19	20091016185632
92	775	20091016190158
92	752	20091016190248
92	751	20091016190257
92	743	20091016191305
9264	3502	20091016194124
92	3504	20091016195401
92	3505	20091016195943
92	3508	20091016204239
2397	3510	20091016214647
3103	3515	20091016230439
389	2722	20091016230823
5147	3516	20091016231830
9348	1233	20091016232159
55	152	20091016232856
795	3	20091017000240
55	169	20091017001852
795	72	20091017003121
6287	1678	20091017004428
9264	3535	20091017020631
11757	3534	20091017020842
874	957	20091017021016
184	910	20091017025639
3103	3515	20091017030943
92	1909	20091017032319
12333	662	20091017033924
1272	3460	20091017040022
673	2386	20091017051855
1677	3562	20091017123828
1677	3562	20091017124012
1677	3562	20091017124014
675	3572	20091017144523
675	3467	20091017151419
9278	2300	20091017153946
673	377	20091017160858
77	9	20091017163833
6282	3584	20091017164001
55	346	20091017164019
77	26	20091017170645
2429	1921	20091017171928
92	1110	20091017174200
92	1505	20091017180437
2957	3601	20091017182931
94	667	20091017185500
9264	3609	20091017193819
801	3612	20091017195538
2775	3614	20091017200928
6420	1297	20091017201808
6420	3618	20091017202537
5023	35	20091017202820
6420	1709	20091017203231
389	2545	20091017224349
4551	2825	20091017225431
2484	1509	20091018002647
3043	2955	20091018003911
795	58	20091018004349
795	1141	20091018011619
9934	3661	20091018033105
673	2386	20091018040553
821	3663	20091018040749
2175	2683	20091018070814
1050	2057	20091018071026
52	303	20091018124741
3103	3363	20091018145555
10668	3679	20091018150104
92	1909	20091018150705
55	677	20091018152927
676	3329	20091018162408
92	2373	20091018164248
92	839	20091018164307
92	85	20091018184646
184	3709	20091018185722
92	3718	20091018200845
857	3057	20091018201024
5147	2658	20091018201613
3103	3424	20091018202605
637	957	20091018220445
9278	2300	20091018220759
132	3730	20091018221509
9264	3729	20091018221533
2775	2164	20091018221738
53	3734	20091018223027
2484	2356	20091018235955
2120	1195	20091019000506
5662	2374	20091019000832
3103	3363	20091019003021
94	1491	20091019003236
50	2356	20091019015201
1060	3749	20091019034359
1060	3120	20091019062436
1060	1324	20091019063438
13238	2727	20091019072341
54	766	20091019132701
55	766	20091019134749
1060	1324	20091019144618
2129	3764	20091019150354
1060	1185	20091019160412
1060	1185	20091019160424
1060	2215	20091019161533
1060	3568	20091019161614
2587	286	20091019164808
55	766	20091019164900
2587	3774	20091019173033
671	2651	20091019175110
59	3785	20091019193838
1448	3786	20091019195523
1448	2483	20091019200522
9644	25496	20091019203846
675	3466	20091019204732
795	3797	20091019210139
54	766	20091019213114
92	3471	20091019214921
92	1273	20091019214951
8703	3807	20091019221902
679	1520	20091019224539
7254	3810	20091019231004
3575	3814	20091019233941
1677	3562	20091019234256
4551	3562	20091019234355
9436	1143	20091020002202
9436	2189	20091020002511
671	2691	20091020005254
671	1934	20091020010707
671	2865	20091020012909
10346	1940	20091020014802
671	1730	20091020015235
1322	32521	20091020015722
6656	3834	20091020032249
1716	3850	20091020120354
675	2715	20091020122937
675	2393	20091020124046
55	766	20091020124457
671	3856	20091020140340
54	766	20091020143246
55	3827	20091020155825
55	766	20091020155840
55	1612	20091020162414
1060	3749	20091020165139
87	3100	20091020170934
628	2745	20091020175249
796	815	20091020181848
796	1072	20091020182009
2957	3884	20091020183333
77	451	20091020192754
3103	3363	20091020192850
77	189	20091020193035
699	2185	20091020193318
55	766	20091020204429
12327	1514	20091020220029
2175	3901	20091020220529
2175	2251	20091020221356
1427	1648	20091020224419
94	3146	20091020231756
55	3906	20091020231839
94	1406	20091020234019
405	2867	20091020235014
21	3130	20091021000228
2128	667	20091021002634
12136	2095	20091021004204
59	3785	20091021005908
6656	3834	20091021012032
4551	3212	20091021014102
3043	8	20091021015117
1448	1440	20091021015718
1448	571	20091021015814
858	3002	20091021025522
5935	361	20091021031537
6282	2280	20091021034214
13238	3783	20091021065159
54	766	20091021134638
679	1184	20091021134833
87	3100	20091021152525
55	766	20091021152856
81	3279	20091021153637
679	1120	20091021155947
679	1145	20091021160429
660	3962	20091021162721
2128	2838	20091021162954
2429	3968	20091021172708
699	2578	20091021174503
55	766	20091021184746
671	3856	20091021185511
6503	3980	20091021192113
7658	3981	20091021192955
3103	3984	20091021194713
1060	3674	20091021200042
679	1120	20091021201506
2536	3111	20091021201704
679	1145	20091021201719
679	3986	20091021202123
6282	3987	20091021203317
679	937	20091021205044
3103	3363	20091021210340
54	25	20091021210824
5331	604	20091021211116
6656	3834	20091021214424
2587	4001	20091021222846
184	4008	20091021233043
50	4009	20091021233203
2536	4010	20091021234456
671	811	20091022004504
795	1524	20091022014831
6433	2328	20091022020047
6656	3834	20091022020330
50	957	20091022020505
857	2180	20091022024944
1050	2057	20091022055049
5662	2374	20091022060948
679	1184	20091022130014
679	1353	20091022130508
3479	434	20091022132005
679	110	20091022135526
679	111	20091022135628
671	3856	20091022135834
87	3100	20091022140847
679	1104	20091022141121
679	1106	20091022141323
679	3986	20091022141444
54	2050	20091022150759
54	766	20091022151035
94	1551	20091022162215
2368	1208	20091022173030
3103	3363	20091022174047
1060	1275	20091022175222
5612	4079	20091022175236
54	766	20091022181452
347	3983	20091022191041
94	1406	20091022192717
1305	77	20091022193728
347	4089	20091022193811
1448	2827	20091022194813
1448	3748	20091022194833
1305	4093	20091022200244
77	4051	20091022213328
2957	4052	20091022215820
2957	2207	20091022220049
6656	3834	20091022231718
50	957	20091022233800
10346	3126	20091022234757
92	3493	20091022235948
671	3856	20091023001644
92	1106	20091023002608
2957	2207	20091023010334
50	957	20091023021119
679	1115	20091023025110
679	1114	20091023025220
6625	4133	20091023025644
10668	4150	20091023105540
6282	3740	20091023152522
55	766	20091023152944
55	857	20091023165411
676	4176	20091023170939
532	4182	20091023172000
514	1158	20091023180421
6250	4186	20091023180508
1448	3551	20091023192009
1448	2827	20091023192439
55	766	20091023193022
2128	1370	20091023195012
1448	3748	20091023200919
1448	4207	20091023202949
671	3856	20091023204134
92	693	20091023204421
92	1876	20091023204713
6503	4203	20091023205219
8557	4204	20091023205706
675	2307	20091023205805
92	728	20091023211926
676	4214	20091023213057
944	2724	20091023220511
1024	3433	20091023221202
2175	2683	20091023231224
396	4240	20091024004303
396	4190	20091024004710
6503	2342	20091024005850
687	3410	20091024011726
10	1611	20091024012952
3043	8	20091024014418
637	4248	20091024021921
1269	2492	20091024022120
3043	1729	20091024024933
676	3476	20091024025658
3043	4251	20091024025702
676	256	20091024025812
5327	4253	20091024032312
1272	2028	20091024045949
691	4264	20091024051350
405	1122	20091024051430
1060	1275	20091024084927
1060	4273	20091024092535
1060	4275	20091024095748
1060	3672	20091024123604
1060	3674	20091024125829
637	4248	20091024130800
87	4295	20091024142718
3626	4296	20091024142750
55	3610	20091024152739
52	4310	20091024161023
808	4309	20091024163354
2957	4318	20091024164029
675	3467	20091024173109
2957	4331	20091024175524
675	4332	20091024175721
87	4338	20091024181409
77	763	20091024190623
10349	4354	20091024194257
10349	4355	20091024194436
1085	4350	20091024195350
7926	4357	20091024201241
92	644	20091024204127
5327	4364	20091024205444
3103	3515	20091024211805
27	861	20091024213044
717	4381	20091024224414
5147	4383	20091024224702
2598	4384	20091024224801
676	3951	20091024230400
9644	4386	20091024230900
92	317	20091024233953
5147	2803	20091024234122
92	907	20091025000258
5662	2338	20091025001539
5662	4399	20091025003021
508	781	20091025004649
676	256	20091025020907
676	3476	20091025020941
676	4411	20091025021209
2353	4413	20091025021700
676	4414	20091025025728
676	4416	20091025033012
1608	4420	20091025051322
92	1116	20091025112434
92	138	20091025113643
12399	4430	20091025115047
52	303	20091025123010
675	4445	20091025150158
2957	4447	20091025152520
55	677	20091025161715
508	4456	20091025161855
94	1551	20091025163727
2484	2579	20091025173600
2368	4465	20091025175050
347	3983	20091025180204
659	3548	20091025185149
679	4476	20091025185533
6503	4478	20091025190232
679	4481	20091025191059
24	4480	20091025191102
659	1837	20091025191401
659	378	20091025192222
679	4485	20091025192322
5147	4488	20091025193617
50	4489	20091025194144
679	138	20091025194741
679	1841	20091025195400
659	3329	20091025195557
673	21	20091025212018
673	21	20091025212101
2368	426	20091025212857
717	997	20091025214216
699	322	20091025215722
1085	4516	20091025222954
2957	4525	20091025230903
820	1419	20091026003122
2128	4420	20091026022346
2484	1407	20091026031906
28	4552	20091026063636
1060	3120	20091026072324
11314	3098	20091026104118
637	4563	20091026123750
55	766	20091026141950
2129	3764	20091026151543
724	4573	20091026152405
9278	801	20091026164802
87	3100	20091026165424
94	1647	20091026173622
820	3299	20091026174834
55	766	20091026180230
1171	4602	20091026183606
50	4609	20091026192247
54	766	20091026193119
55	766	20091026214152
55	766	20091026214217
9637	1516	20091026220825
10319	4622	20091026222939
2175	2251	20091026230309
820	2019	20091026230919
637	1652	20091026232618
1537	2325	20091026233829
2957	4525	20091027004635
601	2383	20091027010018
687	4644	20091027011352
2587	227	20091027012256
2175	2683	20091027020602
57	4649	20091027023939
