user_id	item_id	time
45335	497	20070203
34379	18828	20070204
11193	4261	20070205
32481	8594	20070205
32481	18877	20070205
65637	11399	20070205
32481	14949	20070206
11193	2730	20070207
32481	21437	20070207
32481	254	20070207
32481	21142	20070207
72665	17952	20070207
32481	21355	20070208
37998	17082	20070208
32481	9249	20070209
11193	13152	20070212
16319	21399	20070212
32481	14285	20070213
32481	15688	20070214
32481	16490	20070214
32481	8816	20070215
12139	12805	20070216
21348	19493	20070216
32481	4676	20070216
47947	12166	20070216
21348	18267	20070220
1754	3485	20070221
32481	3985	20070221
32481	16971	20070222
32481	14142	20070222
43128	14256	20070222
65647	19766	20070222
58676	1026	20070224
57274	21695	20070226
32481	7148	20070227
37439	1750	20070227
12365	11159	20070228
38062	11856	20070228
38062	601	20070301
32481	13335	20070302
32481	253	20070302
70835	2555	20070304
4459	21803	20070305
4459	17082	20070305
4459	13152	20070305
4459	15074	20070305
13548	7427	20070305
38062	10400	20070305
38062	17950	20070305
47457	18220	20070305
32481	10362	20070306
32481	16693	20070306
32481	805	20070306
20999	5610	20070307
21348	18220	20070308
32481	18735	20070308
32481	1995	20070308
25130	10362	20070309
25130	14176	20070309
25130	11963	20070309
52190	5850	20070312
32481	14176	20070314
69307	4859	20070314
22953	9224	20070315
32481	3260	20070316
32481	11141	20070316
17646	21122	20070317
30746	11963	20070317
37371	21569	20070318
63241	4423	20070319
32481	15578	20070320
32481	18374	20070320
12365	18828	20070321
31570	3486	20070321
31570	4060	20070321
31570	5648	20070321
9836	18301	20070322
32481	16228	20070322
32481	17407	20070322
62563	1372	20070323
63329	3739	20070323
73281	5850	20070324
15903	3566	20070325
30118	17631	20070327
32481	11786	20070327
54524	17986	20070327
54524	12974	20070327
70037	7427	20070327
32481	838	20070328
63241	18199	20070329
52111	838	20070330
64690	8816	20070331
28042	16002	20070401
54524	9812	20070401
1401	478	20070404
18625	9693	20070405
18625	11141	20070405
8350	13399	20070408
23981	9968	20070408
23981	1545	20070408
4688	13185	20070409
6607	7427	20070409
57145	19474	20070409
23981	6571	20070410
57145	21142	20070414
57145	13355	20070414
3660	2030	20070417
13196	21803	20070417
58358	12734	20070417
8350	3951	20070418
4490	18735	20070419
48583	11707	20070420
17646	11392	20070422
17646	14055	20070422
21079	14013	20070423
7477	15716	20070426
1856	11159	20070427
8350	9939	20070428
71581	21803	20070429
56684	16964	20070430
20880	13152	20070501
59534	15651	20070501
5324	20605	20070502
54524	16903	20070502
9561	13152	20070503
65825	21843	20070503
48590	145	20070504
59020	5340	20070505
3674	15074	20070507
26210	1026	20070510
29500	8076	20070512
17646	655	20070515
73861	15467	20070515
37439	7427	20070516
37439	15651	20070516
65106	338	20070516
65106	4239	20070516
37439	8075	20070517
60063	2695	20070517
25130	11227	20070518
40427	17765	20070518
40427	11594	20070518
55081	1578	20070518
51282	9158	20070520
9837	5819	20070522
25130	21110	20070523
25130	14656	20070524
57145	1062	20070524
17646	16408	20070526
19421	6589	20070526
47383	19154	20070527
47383	7148	20070527
42937	1372	20070529
42937	17765	20070529
47383	11963	20070529
23320	15362	20070530
60067	11858	20070531
47383	14097	20070601
55018	15423	20070602
55018	14591	20070602
55018	13484	20070602
39225	13152	20070605
47917	14097	20070605
1754	16619	20070607
61965	9687	20070609
49849	15027	20070611
13221	16548	20070613
34260	10710	20070614
71490	1750	20070614
13568	8388	20070615
2291	1144	20070616
8280	14256	20070616
49849	19265	20070616
31570	13334	20070618
48657	17082	20070619
66442	19849	20070620
41379	13350	20070622
39659	8485	20070625
56666	9872	20070626
11122	1062	20070627
20334	14216	20070627
49849	4438	20070628
7838	17878	20070629
56879	10710	20070704
1754	15816	20070705
61058	14591	20070705
5560	16702	20070706
1754	19142	20070707
1754	13426	20070707
37462	2379	20070708
63329	13025	20070708
38250	17461	20070709
32331	14231	20070710
37462	5725	20070710
40825	9781	20070711
60937	10362	20070712
34286	17878	20070715
37462	1994	20070716
38062	8848	20070717
44921	4519	20070717
1763	7500	20070718
42937	254	20070722
34064	5791	20070723
49849	7873	20070723
18625	12710	20070727
38024	9724	20070727
58318	1750	20070727
68384	13765	20070727
45928	5584	20070729
49485	17794	20070729
69684	7443	20070730
502	12227	20070801
25130	3985	20070801
45202	9855	20070803
27370	11381	20070804
50624	7500	20070804
71642	1442	20070804
62014	3046	20070807
23461	10961	20070808
16292	10438	20070809
44972	4438	20070809
23981	7198	20070810
23981	8439	20070810
1754	2654	20070811
32500	1750	20070813
17098	11667	20070816
1754	9569	20070817
44934	1476	20070818
38929	10954	20070819
46501	15940	20070819
17098	21437	20070820
21778	15548	20070820
29077	14188	20070820
32152	11838	20070820
940	14557	20070821
5460	21803	20070821
9858	2030	20070821
17098	2122	20070821
17098	3985	20070821
25130	2122	20070821
46501	560	20070821
47415	19996	20070821
47415	2495	20070821
57867	4330	20070821
59849	10710	20070821
17098	18735	20070822
15824	7331	20070824
17098	3260	20070827
49849	7993	20070827
26597	13152	20070828
40187	279	20070829
43839	18050	20070829
50153	1750	20070830
15608	8423	20070901
46501	14179	20070904
1754	10478	20070905
29781	18199	20070905
29781	14656	20070905
68097	18199	20070905
27144	18489	20070907
49849	618	20070908
17098	16084	20070909
30911	16804	20070909
35638	19096	20070909
71394	19225	20070909
69177	9478	20070910
9135	13152	20070911
48590	6736	20070911
51145	19836	20070911
51145	20640	20070911
51145	11536	20070911
51145	14625	20070911
51145	7652	20070911
51145	5035	20070911
17098	10428	20070912
61935	7500	20070912
61935	15074	20070912
42284	14176	20070913
48884	2030	20070913
17098	13222	20070914
17098	14656	20070914
16707	21695	20070916
42937	19566	20070916
49990	1750	20070918
25130	14285	20070919
39140	3175	20070919
51145	12203	20070920
51898	1476	20070922
38886	14210	20070923
49849	8399	20070923
62330	18992	20070923
18625	14176	20070925
38242	1877	20070925
41229	15651	20070925
41229	442	20070925
553	1901	20070926
33590	11697	20070926
63329	4060	20070926
7084	2495	20070927
7084	9958	20070927
39480	3054	20070929
63664	1750	20071001
13176	5850	20071002
25641	3566	20071003
25641	11381	20071003
25641	20218	20071003
25641	8766	20071003
25641	14969	20071003
30535	6747	20071003
72850	7427	20071003
24159	3566	20071004
33349	2495	20071007
3619	13152	20071009
13488	8996	20071009
23320	13152	20071009
48309	4157	20071009
62897	14591	20071009
20491	15737	20071010
30720	1750	20071010
20491	2486	20071011
30720	16007	20071011
20491	20636	20071012
20491	15575	20071012
20491	12857	20071012
29077	6790	20071013
38316	560	20071013
29077	16708	20071014
43430	11282	20071014
8418	17935	20071015
20491	7569	20071015
20698	279	20071015
49849	1335	20071015
20698	15770	20071016
39068	2431	20071017
39068	5840	20071017
51896	16733	20071017
56136	13178	20071017
8418	20873	20071019
8531	15672	20071019
4101	6362	20071020
4101	11858	20071020
13282	16101	20071020
51924	18199	20071020
39068	20636	20071021
25130	1633	20071023
63028	13152	20071023
2462	4627	20071024
49849	18513	20071024
8939	17631	20071025
30629	17878	20071026
39068	19391	20071027
63329	2143	20071029
3170	2486	20071030
3170	17604	20071031
3170	8163	20071031
19612	21018	20071031
39068	19991	20071031
68748	14055	20071031
30911	7454	20071101
39068	14167	20071101
40661	7595	20071102
45687	18862	20071102
53191	21681	20071102
553	2494	20071103
13888	4511	20071103
55721	5289	20071103
29422	14176	20071104
18444	11637	20071106
34592	6581	20071106
39068	21216	20071106
39068	352	20071106
21820	4129	20071107
60063	19940	20071107
60063	11042	20071107
63105	20563	20071107
63105	2908	20071107
48009	16175	20071108
48279	5963	20071108
63105	13483	20071108
63105	18106	20071108
63105	18070	20071108
21820	17009	20071109
68248	9900	20071109
68748	141	20071110
21820	11360	20071111
62330	12542	20071111
68967	11131	20071111
23877	13841	20071112
58320	17878	20071112
63664	16478	20071112
63664	6613	20071112
23933	5032	20071113
29422	12613	20071113
29422	4166	20071113
47673	145	20071113
68248	11975	20071114
68248	18070	20071114
49849	13203	20071115
9837	11399	20071116
29422	19474	20071116
40229	7204	20071116
7262	21695	20071117
68462	19769	20071117
6416	1989	20071118
25130	4511	20071118
24187	17878	20071120
40229	17664	20071123
62388	20873	20071123
27061	14260	20071124
41305	8336	20071124
55018	16321	20071124
73908	16101	20071126
9837	11244	20071127
10969	4813	20071127
56595	1750	20071127
553	9156	20071128
73701	7427	20071128
73701	5850	20071128
65112	1524	20071129
20698	20336	20071130
20698	19901	20071130
73701	16346	20071130
42937	19425	20071201
46501	2143	20071201
63764	8075	20071201
65068	12367	20071201
16464	9599	20071202
22250	297	20071204
57145	19721	20071204
57145	18253	20071204
28148	12291	20071205
15992	14949	20071206
48227	21658	20071207
9837	11530	20071208
57145	17049	20071209
68248	21216	20071209
21808	19523	20071211
25130	9645	20071212
65483	12954	20071212
18625	18877	20071213
25130	21437	20071213
25130	16210	20071213
47513	19836	20071213
65483	13567	20071213
25130	8485	20071214
35938	9645	20071215
35938	3930	20071215
33869	20493	20071216
63935	5880	20071216
65483	4438	20071217
9837	6266	20071219
30445	15020	20071221
35938	12291	20071221
57898	13152	20071221
5752	17952	20071223
5752	16582	20071223
27799	10670	20071223
9897	4838	20071225
68462	13031	20071225
35938	17189	20071226
35938	8485	20071226
20698	8573	20071227
20698	2815	20071227
22092	560	20071227
22250	10472	20071227
25130	19175	20071227
68457	12196	20071227
73281	18304	20071227
30200	10710	20071228
48856	13124	20071228
55633	12313	20071228
25130	19653	20071229
40909	13152	20071229
21079	13806	20071230
23849	19505	20071230
24830	10710	20071230
63329	11182	20071231
65141	11422	20071231
68457	11444	20071231
68457	17631	20071231
70385	15199	20071231
57145	11963	20080101
62330	9693	20080101
35885	18862	20080102
58487	20146	20080102
8809	6011	20080104
48267	12196	20080104
62330	21142	20080104
27950	158	20080106
49849	17491	20080106
49849	13260	20080106
50624	7427	20080106
50624	7599	20080106
50624	1750	20080106
55018	14256	20080106
55018	13152	20080106
16319	8199	20080107
24920	586	20080107
22250	11594	20080108
24079	7454	20080109
25370	18199	20080109
41944	10322	20080109
45063	17796	20080109
3934	15939	20080110
7849	4445	20080111
43839	13518	20080111
58408	6773	20080112
21079	21437	20080113
21599	11141	20080113
30468	13152	20080113
35938	4762	20080113
57145	21437	20080113
21079	145	20080115
21079	19432	20080115
21079	18293	20080115
21079	16084	20080115
59312	13152	20080116
62330	21748	20080116
32639	13823	20080117
52439	18199	20080117
68967	15423	20080117
70713	1578	20080117
71172	21302	20080117
59129	13152	20080119
68457	1396	20080119
73281	21803	20080119
18080	17082	20080120
23877	635	20080120
29422	18199	20080121
29422	838	20080121
52083	6493	20080122
52863	13124	20080122
57145	9958	20080122
68457	10360	20080123
21079	838	20080124
41400	10438	20080124
56593	4511	20080124
67279	11637	20080124
71169	588	20080124
17189	11950	20080125
40450	21695	20080125
50518	6815	20080125
56593	18877	20080125
56593	586	20080125
49849	14066	20080126
49849	18299	20080126
49849	15081	20080126
52110	8816	20080127
25130	17631	20080128
1754	14557	20080129
40870	9066	20080129
41100	3185	20080129
56593	14176	20080129
68457	297	20080129
1754	8072	20080130
27799	8780	20080130
25130	19050	20080131
30230	5850	20080201
35938	6095	20080201
56593	19721	20080201
57145	2215	20080202
19456	5262	20080204
25130	1741	20080204
49849	11357	20080204
3863	1750	20080205
26554	7706	20080205
43929	14176	20080205
1159	15737	20080206
29077	2030	20080206
43929	6573	20080206
49849	18170	20080206
56593	12742	20080206
65224	15716	20080207
43929	20259	20080208
29422	10472	20080209
29422	12742	20080209
23877	21606	20080210
27799	6143	20080210
49849	3670	20080210
36112	16012	20080211
56593	10362	20080211
63329	18140	20080211
46130	11666	20080212
13488	16412	20080213
29422	12196	20080213
52731	588	20080213
55376	8780	20080213
66562	21658	20080213
68981	7331	20080213
1754	4511	20080214
8049	10954	20080214
25130	13208	20080214
42072	14231	20080214
67139	14634	20080215
60661	4953	20080216
43049	12859	20080217
22141	14656	20080218
29312	9187	20080218
30252	21375	20080218
49849	19055	20080218
68097	8816	20080218
6847	11381	20080219
31077	18346	20080219
39286	13152	20080219
39286	19940	20080219
32152	1330	20080220
30525	13152	20080221
35938	10432	20080221
7081	7331	20080223
36418	18877	20080223
39659	4220	20080223
64373	14285	20080223
393	19425	20080224
39659	13040	20080224
25130	12312	20080225
49288	6613	20080225
48430	15318	20080226
49849	16682	20080226
57145	13642	20080226
68462	4519	20080226
68462	15861	20080226
25562	11697	20080227
27946	19940	20080227
66562	18862	20080227
63894	15074	20080228
41507	15517	20080229
70327	6493	20080229
36112	14131	20080302
46130	18360	20080303
9837	18184	20080304
28011	1750	20080305
29432	17205	20080305
7086	13152	20080306
25130	4297	20080306
25130	4353	20080306
25130	2815	20080306
44310	20713	20080306
40229	17269	20080307
34666	1372	20080308
49849	19589	20080308
73281	13488	20080308
56593	17071	20080309
20524	7331	20080310
25130	16787	20080310
25130	20891	20080310
63437	17082	20080310
4817	21355	20080311
13683	622	20080311
25130	18877	20080311
29422	12805	20080311
29422	20493	20080311
39140	5213	20080311
49102	21803	20080311
1525	14909	20080312
20480	17878	20080312
21822	15687	20080312
34666	16291	20080314
72087	588	20080314
10252	3930	20080315
45707	14874	20080315
45840	15870	20080315
49849	15419	20080315
72215	20740	20080315
37086	1207	20080316
25130	497	20080317
48335	15517	20080317
48335	15074	20080317
62985	8423	20080317
68457	2628	20080317
16852	5850	20080318
16852	13152	20080318
16852	15074	20080318
36112	19597	20080318
52846	20649	20080318
66792	15651	20080318
25130	20207	20080319
41653	16101	20080319
56593	3072	20080319
56593	18199	20080322
25424	1476	20080323
29077	21302	20080323
20830	13879	20080324
25341	8061	20080324
53811	4519	20080324
71490	6613	20080325
71490	16007	20080325
4649	18863	20080326
8734	18199	20080326
25130	8594	20080326
39517	8156	20080326
39659	10120	20080326
43236	15027	20080326
46501	345	20080326
6304	8416	20080327
6304	8240	20080327
27799	12227	20080327
4810	21803	20080328
17679	1062	20080328
55018	16015	20080328
2372	13152	20080329
5492	12060	20080329
15228	17878	20080329
55018	18862	20080329
393	20605	20080330
393	1750	20080330
25283	16935	20080331
55881	20295	20080331
55881	1662	20080331
55881	19620	20080331
56313	10975	20080331
20830	6992	20080401
23694	18199	20080401
25283	17723	20080401
25283	2143	20080401
29641	18828	20080401
41847	16379	20080401
48220	7548	20080401
55881	9694	20080401
56593	10696	20080401
69910	19425	20080401
23694	11282	20080402
23694	1062	20080402
23694	18735	20080402
36319	141	20080402
36492	15629	20080402
36492	6003	20080402
47335	4606	20080402
47415	21447	20080402
29422	16619	20080403
39623	18199	20080403
53228	9006	20080403
56593	21142	20080403
6304	21079	20080404
29422	3985	20080404
18080	10710	20080405
23694	18089	20080406
1754	3466	20080407
47327	16401	20080407
50082	11392	20080407
1754	3234	20080408
29641	13152	20080408
34676	5850	20080408
43839	1731	20080408
54164	6674	20080408
35189	13152	20080409
56593	2815	20080409
56593	9693	20080409
64236	11159	20080409
68478	5850	20080409
1754	13040	20080410
25130	21142	20080410
35938	12613	20080410
47513	18325	20080410
50082	5850	20080410
62276	9187	20080410
62330	20290	20080410
70775	838	20080410
35979	1417	20080411
43839	19	20080411
50669	18199	20080412
35415	14656	20080413
35415	14949	20080413
29685	13152	20080414
35415	14210	20080414
68457	3470	20080414
14537	13152	20080415
14537	18311	20080415
14537	21803	20080415
27799	13633	20080415
29422	20460	20080416
60008	7395	20080416
13593	20649	20080417
33474	17878	20080417
44685	10496	20080417
44685	21688	20080417
68956	7591	20080417
12130	11119	20080418
13593	17935	20080418
21820	9900	20080418
364	1989	20080419
21820	7663	20080419
58982	15362	20080419
62330	13543	20080419
6304	21388	20080420
6304	20364	20080420
6304	17635	20080420
54248	20456	20080420
1754	3015	20080421
6304	8765	20080421
20030	17082	20080421
6304	11512	20080422
55531	17082	20080422
6304	9418	20080423
17456	21382	20080423
18132	14853	20080423
68478	13152	20080423
6304	15716	20080424
6304	10968	20080424
20030	17796	20080424
68457	3015	20080424
1754	18992	20080425
5130	16286	20080425
40229	17125	20080425
5130	14001	20080426
40313	6228	20080426
29153	9569	20080427
2318	20873	20080428
31356	1794	20080428
35938	2381	20080428
393	3015	20080429
17456	1759	20080429
17456	20443	20080429
17837	5850	20080429
62330	13642	20080430
1047	17082	20080501
12531	18311	20080501
14051	4330	20080501
17098	4951	20080501
56593	6075	20080501
56593	11	20080501
56593	12196	20080501
63329	7121	20080501
1754	16475	20080502
7688	15651	20080502
8531	18841	20080502
13795	11767	20080502
41420	12049	20080502
50669	21695	20080502
1754	6473	20080503
38746	15939	20080503
56593	19474	20080503
71394	11381	20080503
38664	20990	20080504
40229	19801	20080504
47086	21302	20080504
56593	1633	20080504
68457	1633	20080504
43839	18184	20080505
56593	16210	20080505
1754	21839	20080506
16763	16702	20080506
50698	12626	20080506
69642	442	20080506
1047	7331	20080507
12719	14473	20080507
20637	6877	20080507
26854	5850	20080507
58886	17377	20080507
65941	15074	20080507
20321	20456	20080508
36345	17952	20080508
5898	838	20080509
26854	13152	20080509
29422	857	20080509
4490	18089	20080510
56593	12400	20080510
27799	15136	20080512
42284	1372	20080512
42284	21688	20080512
42284	4838	20080512
42284	17071	20080512
54524	8729	20080512
63437	345	20080512
13593	13826	20080513
25641	13981	20080513
54524	20940	20080513
55053	620	20080514
62330	13816	20080514
14967	19991	20080515
2144	1750	20080516
65975	19566	20080516
42284	195	20080518
893	588	20080519
23355	7331	20080519
25130	12196	20080519
44748	4497	20080519
54524	1207	20080519
54524	1907	20080519
57825	17796	20080519
61935	11171	20080519
2975	21803	20080520
26854	15651	20080520
27799	9061	20080520
42216	13152	20080520
43839	4100	20080520
68967	7599	20080522
66510	9245	20080523
68457	4965	20080523
66980	1994	20080524
6122	18199	20080525
5863	8199	20080527
13642	21076	20080527
31823	9158	20080527
44981	5024	20080527
53528	7331	20080527
53974	12227	20080527
54096	5175	20080527
65928	5104	20080527
65928	5069	20080527
70907	269	20080527
54096	10472	20080528
56593	16084	20080528
62330	4762	20080528
65928	3985	20080528
1266	253	20080529
33039	13816	20080529
54524	10169	20080529
54524	15815	20080529
58198	15687	20080529
8350	7590	20080530
19449	4438	20080530
48210	9819	20080530
48701	13031	20080531
56593	14142	20080531
59120	588	20080531
65928	5152	20080531
14669	16007	20080601
51572	18199	20080602
17619	9229	20080603
17619	3470	20080603
65928	12269	20080603
65928	19653	20080603
17619	10362	20080604
17619	19566	20080604
29110	3566	20080604
65928	13335	20080604
1754	16548	20080605
13593	3175	20080605
17619	8887	20080605
56593	13208	20080605
64291	18153	20080605
56715	15731	20080606
62362	13030	20080606
1754	4354	20080609
13117	21658	20080609
54645	17878	20080609
35938	10457	20080610
43839	9972	20080610
44176	15565	20080610
55696	20740	20080610
66090	21107	20080610
72539	17664	20080610
1754	20131	20080611
63329	478	20080611
63329	18862	20080611
23023	7454	20080613
42072	1140	20080613
44570	11673	20080613
56593	510	20080613
68457	9645	20080613
69684	7427	20080613
20830	10626	20080614
61460	16321	20080614
72674	21554	20080614
73426	11421	20080614
1754	9693	20080615
8880	20740	20080615
45311	18578	20080615
54164	15516	20080615
54164	2620	20080615
73113	17557	20080615
18172	16166	20080616
48020	20605	20080616
48020	21803	20080616
48020	5850	20080616
7860	17082	20080617
10018	2758	20080617
27735	17631	20080617
57397	14176	20080617
17001	10710	20080618
65928	13543	20080618
5118	14473	20080619
5118	635	20080619
8606	3503	20080619
44570	20090	20080619
25381	18366	20080620
56701	8816	20080620
63437	9781	20080620
66562	15651	20080620
66562	12049	20080620
51987	15739	20080621
51987	19721	20080621
54524	279	20080621
5118	269	20080622
5118	14728	20080622
33039	9519	20080622
39659	14097	20080622
39659	17373	20080622
39659	6899	20080622
51987	14285	20080622
51987	3234	20080622
5118	6589	20080623
8606	2628	20080623
49849	13612	20080623
5118	8760	20080624
8606	2215	20080624
8606	21142	20080624
15103	18311	20080624
46501	20146	20080624
54524	9756	20080624
65928	14176	20080624
65928	12147	20080624
1754	1057	20080625
4855	18862	20080625
12944	20065	20080625
53991	14625	20080625
62330	21568	20080625
65928	18199	20080625
65928	21451	20080625
65928	16971	20080625
1754	5024	20080626
5118	21278	20080626
5118	15836	20080626
5118	21064	20080626
38163	21695	20080626
54524	20290	20080626
5118	3944	20080627
14383	16572	20080627
22997	7023	20080627
65928	18877	20080627
5118	5665	20080628
5118	7731	20080628
8350	483	20080629
47889	2030	20080629
5118	13841	20080630
12944	1678	20080630
16000	13979	20080630
35599	15074	20080630
43839	7189	20080630
56701	5721	20080630
65928	18089	20080630
68457	14176	20080630
12944	8599	20080701
21997	4330	20080701
21997	5584	20080701
30792	2583	20080701
5118	11902	20080702
5449	11282	20080702
20435	9872	20080702
20435	15651	20080702
42499	3244	20080702
10694	14625	20080703
12944	18379	20080703
25122	12227	20080703
39659	5778	20080703
35296	1315	20080705
22431	18199	20080706
50514	7331	20080706
56577	1002	20080706
5118	18220	20080707
5118	21298	20080707
5632	2215	20080707
12944	9604	20080707
25130	549	20080707
25130	11141	20080707
51745	8065	20080707
52691	14210	20080707
58204	20146	20080707
12944	16401	20080708
18625	13056	20080708
56456	21787	20080708
57464	11591	20080708
57464	9245	20080708
62605	16084	20080708
65928	8136	20080708
7631	4813	20080709
62097	622	20080709
64198	16682	20080709
47303	13152	20080710
52477	14625	20080710
61950	18862	20080710
11603	6613	20080711
14537	21658	20080711
35087	20895	20080711
56918	1001	20080711
13593	11902	20080712
13593	14473	20080712
55660	14256	20080712
55660	3244	20080712
1754	253	20080713
5118	1030	20080713
25387	13152	20080713
56701	8594	20080713
12944	12003	20080714
26139	21380	20080714
43360	11963	20080714
46339	8199	20080714
8350	8592	20080715
16828	13543	20080715
25130	15387	20080715
34285	17671	20080715
54524	15770	20080715
55754	8485	20080715
57275	9724	20080715
65928	3038	20080715
2727	11042	20080716
9488	9849	20080716
12944	3566	20080716
12944	9531	20080716
18123	10670	20080716
37646	710	20080716
49694	14122	20080716
65928	10478	20080716
47470	17082	20080717
70260	8346	20080717
70664	7552	20080717
4916	3373	20080718
14575	13726	20080718
27019	10479	20080718
38435	8969	20080718
13359	141	20080719
16612	10710	20080719
62330	7124	20080719
62330	12710	20080719
36492	6584	20080720
46337	7132	20080720
68457	2745	20080720
1047	11392	20080721
8606	21657	20080721
12015	3130	20080721
23999	1750	20080721
45819	17796	20080721
46634	16971	20080721
61286	15074	20080722
62427	18311	20080722
67674	16682	20080722
27799	345	20080723
18044	21453	20080724
27532	7331	20080724
27799	12448	20080724
31700	8447	20080724
63249	3756	20080724
37493	5038	20080725
47803	3134	20080726
54240	13152	20080726
70602	560	20080726
61965	16523	20080727
61965	17466	20080727
27799	3176	20080728
32473	11667	20080728
38453	4380	20080728
57275	15565	20080728
20656	13680	20080729
28474	9797	20080729
32473	8901	20080729
42106	18862	20080729
50669	6899	20080729
63305	21803	20080729
8350	1712	20080730
8350	2684	20080730
8606	812	20080730
22791	17071	20080730
64000	2143	20080730
44405	13056	20080731
54524	19566	20080801
62330	3309	20080802
70602	5850	20080802
38201	17557	20080804
50641	2912	20080804
64652	11887	20080804
14685	21803	20080805
41496	18996	20080805
55018	18311	20080805
66562	624	20080805
70602	18311	20080805
3619	3033	20080806
27799	20067	20080806
35965	17878	20080806
49849	19505	20080806
74062	6613	20080806
13696	15748	20080807
13696	19170	20080807
49849	16093	20080807
64941	6295	20080807
65852	17326	20080807
73534	9466	20080807
14716	6291	20080808
25129	15739	20080808
53806	19940	20080808
15806	12391	20080809
18648	8279	20080809
18648	17484	20080809
13696	13441	20080810
17973	2116	20080810
32768	4511	20080810
70602	21399	20080810
70602	13633	20080810
8350	14439	20080811
34849	141	20080811
35739	16007	20080811
53105	8721	20080811
54645	9781	20080811
12898	19137	20080812
13696	20221	20080812
13696	16502	20080812
49814	1082	20080812
49849	256	20080812
8979	16702	20080813
21047	2873	20080813
31788	19113	20080813
36742	14095	20080813
61950	13152	20080813
7774	14285	20080814
8350	3612	20080814
48252	18162	20080814
1428	15020	20080815
25130	838	20080815
40560	13152	20080815
46561	464	20080815
50624	442	20080815
13696	17699	20080816
36534	11231	20080816
37103	997	20080816
62330	2654	20080816
66018	6571	20080816
67779	9158	20080816
67779	20605	20080816
27799	18828	20080817
29422	18089	20080817
53667	7044	20080817
67779	21076	20080817
6867	15651	20080818
9792	2342	20080818
36534	8980	20080818
64479	3244	20080818
7262	8780	20080819
7262	7599	20080819
7262	4185	20080819
24413	5850	20080819
56142	8996	20080819
11096	17082	20080820
11096	18862	20080820
11096	4185	20080820
27263	21541	20080820
45921	9781	20080820
50217	17049	20080820
4459	13334	20080821
11096	3566	20080821
29422	10428	20080821
